HigherSeed,HigherSeedID,HigherSeedNum,LowerSeed,LowerSeedID,LowerSeedNum,Predictions,T1_OffRating,T2_OffRating,T1_DefRating,T2_DefRating,T1_tempo,T2_tempo,T1_fgEff,T2_fgEff,T1_ftRate,T2_ftRate,T1_wab,T2_wab,T1_talent,T2_talent,T1_sos,T2_sos,T1_Threepg,T2_Threepg,T1_FTPG,T2_FTPG,T1_PDiffPG,T2_PDiffPG,T1_effHeight,T2_effHeight,T1_var,T2_var,T1_threesShare,T2_threesShare,T1_recentPom,T2_recentPom,offRatingDiff,defRatingDiff,talentDiff,sosDiff,fgEffDiff,ftRateDiff,wabDiff,threepgDiff,ftpgDiff,pDiffpgDiff,tempoDiff,effHeightDiff,varDiff,threesShareDiff,recentPomDiff,offRating_x_tempo,talent_x_sos,defRating_x_tempo,Seed_Diff,T1_seed,T2_seed,historic_upset
Connecticut,1163,2,Hofstra,1220,13,,30.0,89.0,11.0,95.0,64.4,64.7,55.3410230692076,51.4721627408994,29.9899699097292,32.4946466809422,8.8,-4.7,84.266,0.2,33.294,11.966,8.323529411764707,9.28125,12.588235294117647,14.40625,12.382352941176471,6.9375,81.367,81.178,81.367,81.178,40.3,43.1,4.0,-16.0,-59.0,-84.0,84.066,21.327999999999996,3.8688603283082017,-2.5046767712130027,13.5,-0.9577205882352935,-1.8180147058823533,5.444852941176471,-0.29999999999999716,0.18900000000000716,0.18900000000000716,-2.8000000000000043,20.0,17.699999999999832,1792.9596479999998,25.19999999999976,-11,2,13,0
Houston,1222,2,Connecticut,1163,2,,14.0,30.0,5.0,11.0,63.3,64.4,52.1210676835081,55.3410230692076,26.930409914204,29.9899699097292,9.0,8.8,81.968,84.266,36.826,33.294,8.794117647058824,8.323529411764707,12.823529411764707,12.588235294117647,14.294117647058824,12.382352941176471,80.772,81.367,80.772,81.367,40.8,40.3,0.0,4.0,-16.0,-6.0,-2.298000000000002,3.5320000000000036,-3.2199553856994996,-3.059559995525202,0.1999999999999993,0.47058823529411775,0.23529411764705976,1.9117647058823533,-1.1000000000000085,-0.5949999999999989,-0.5949999999999989,0.5,-4.0,17.600000000000136,-8.116536000000014,6.600000000000051,0,2,2,0
Connecticut,1163,2,Howard,1224,16,,30.0,283.0,11.0,117.0,64.4,69.0,55.3410230692076,50.6161429451633,29.9899699097292,44.177449168207,8.8,-6.9,84.266,0.2,33.294,8.612,8.323529411764707,6.655172413793103,12.588235294117647,18.344827586206897,12.382352941176471,7.206896551724138,81.367,78.574,81.367,78.574,40.3,34.3,4.0,-43.0,-253.0,-106.0,84.066,24.681999999999995,4.724880124044304,-14.187479258477797,15.700000000000001,1.6683569979716033,-5.75659229208925,5.175456389452333,-4.599999999999994,2.7930000000000064,2.7930000000000064,6.0,47.0,1163.7999999999986,2074.9170119999994,487.5999999999994,-14,2,16,0
Connecticut,1163,2,Idaho,1225,15,,30.0,176.0,11.0,136.0,64.4,67.7,55.3410230692076,51.8957345971564,29.9899699097292,34.8077935755661,8.8,-8.9,84.266,0.2,33.294,11.302,8.323529411764707,9.59375,12.588235294117647,15.0625,12.382352941176471,2.65625,81.367,80.578,81.367,80.578,40.3,46.8,4.0,-38.0,-146.0,-125.0,84.066,21.991999999999997,3.445288472051203,-4.817823665836901,17.700000000000003,-1.2702205882352935,-2.4742647058823533,9.726102941176471,-3.299999999999997,0.7890000000000015,0.7890000000000015,-6.5,42.0,481.7999999999996,1848.779472,412.49999999999966,-13,2,15,0
Connecticut,1163,2,Illinois,1228,3,,30.0,2.0,11.0,28.0,64.4,65.5,55.3410230692076,55.0655241935484,29.9899699097292,32.9133064516129,8.8,6.6,84.266,63.056,33.294,38.28,8.323529411764707,10.90625,12.588235294117647,16.09375,12.382352941176471,14.5625,81.367,83.215,81.367,83.215,40.3,50.7,4.0,3.0,28.0,-17.0,21.210000000000008,-4.986000000000004,0.2754988756592027,-2.923336541883696,2.200000000000001,-2.5827205882352935,-3.5055147058823533,-2.180147058823529,-1.0999999999999943,-1.847999999999999,-1.847999999999999,-10.400000000000006,1.0,-30.79999999999984,-105.75306000000013,18.699999999999903,-1,2,3,0
Connecticut,1163,2,Iowa,1234,9,,30.0,31.0,11.0,30.0,64.4,63.0,55.3410230692076,56.5559932470456,29.9899699097292,34.4963421496905,8.8,1.9,84.266,14.299,33.294,35.51,8.323529411764707,8.0,12.588235294117647,14.303030303030303,12.382352941176471,9.242424242424242,81.367,80.798,81.367,80.798,40.3,41.6,4.0,7.0,-1.0,-19.0,69.96700000000001,-2.216000000000001,-1.2149701778379978,-4.506372239961298,6.9,0.3235294117647065,-1.714795008912656,3.139928698752229,1.4000000000000057,0.5690000000000026,0.5690000000000026,-1.3000000000000043,-3.0,-1.4000000000000057,-155.0468720000001,-26.600000000000108,-7,2,9,0
Connecticut,1163,2,Iowa St,1235,2,,30.0,21.0,11.0,4.0,64.4,66.5,55.3410230692076,56.4697265625,29.9899699097292,33.984375,8.8,7.4,84.266,50.469,33.294,35.368,8.323529411764707,9.029411764705882,12.588235294117647,13.764705882352942,12.382352941176471,16.647058823529413,81.367,81.398,81.367,81.398,40.3,38.8,4.0,0.0,9.0,7.0,33.797000000000004,-2.074000000000005,-1.1287034932923987,-3.9944050902707993,1.4000000000000004,-0.7058823529411757,-1.1764705882352953,-4.264705882352942,-2.0999999999999943,-0.0309999999999917,-0.0309999999999917,1.5,4.0,-18.89999999999995,-70.09497800000018,-14.69999999999996,0,2,2,0
Connecticut,1163,2,Kansas,1242,4,,30.0,57.0,11.0,10.0,64.4,67.6,55.3410230692076,51.5657084188912,29.9899699097292,32.5975359342916,8.8,6.3,84.266,57.848,33.294,41.65,8.323529411764707,7.363636363636363,12.588235294117647,14.757575757575758,12.382352941176471,6.242424242424242,81.367,80.749,81.367,80.749,40.3,35.7,4.0,8.0,-27.0,1.0,26.418000000000006,-8.356000000000002,3.7753146503164032,-2.6075660245623986,2.500000000000001,0.9598930481283432,-2.169340463458111,6.139928698752229,-3.1999999999999886,0.6180000000000092,0.6180000000000092,4.599999999999994,-4.0,86.3999999999997,-220.7488080000001,-3.1999999999999886,-2,2,4,0
Connecticut,1163,2,Kennesaw,1244,14,,30.0,143.0,11.0,194.0,64.4,71.2,55.3410230692076,50.7192328183271,29.9899699097292,45.125199786894,8.8,-8.0,84.266,13.242,33.294,11.706,8.323529411764707,8.774193548387096,12.588235294117647,19.129032258064516,12.382352941176471,2.129032258064516,81.367,80.486,81.367,80.486,40.3,42.9,4.0,-5.0,-113.0,-183.0,71.024,21.587999999999997,4.621790250880501,-15.1352298771648,16.8,-0.4506641366223896,-6.540796963946869,10.253320683111955,-6.799999999999997,0.8810000000000002,0.8810000000000002,-2.6000000000000014,9.0,768.3999999999996,1533.2661119999998,1244.3999999999994,-12,2,14,0
Connecticut,1163,2,Kentucky,1246,7,,30.0,39.0,11.0,27.0,64.4,68.3,55.3410230692076,53.1113271754983,29.9899699097292,37.4817695673311,8.8,3.3,84.266,85.092,33.294,40.797,8.323529411764707,8.088235294117647,12.588235294117647,16.5,12.382352941176471,6.9411764705882355,81.367,81.87,81.367,81.87,40.3,39.2,4.0,-3.0,-9.0,-16.0,-0.8259999999999934,-7.503,2.229695893709298,-7.491799657601899,5.500000000000001,0.23529411764705976,-3.9117647058823533,5.4411764705882355,-3.8999999999999915,-0.5030000000000001,-0.5030000000000001,1.0999999999999943,7.0,35.09999999999992,6.1974779999999505,62.399999999999864,-5,2,7,0
Connecticut,1163,2,Lehigh,1250,16,,30.0,290.0,11.0,257.0,64.4,66.9,55.3410230692076,53.2846715328467,29.9899699097292,32.1729365524986,8.8,-12.0,84.266,0.826,33.294,9.479,8.323529411764707,7.75,12.588235294117647,13.0625,12.382352941176471,-2.28125,81.367,79.857,81.367,79.857,40.3,38.2,4.0,-23.0,-260.0,-246.0,83.44000000000001,23.814999999999998,2.0563515363609,-2.1829666427693972,20.8,0.5735294117647065,-0.47426470588235325,14.663602941176471,-2.5,1.5100000000000051,1.5100000000000051,2.0999999999999943,27.0,650.0,1987.1236000000001,615.0,-14,2,16,0
Connecticut,1163,2,LIU Brooklyn,1254,16,,30.0,239.0,11.0,186.0,64.4,67.8,55.3410230692076,53.2972694487378,29.9899699097292,34.7243688820196,8.8,-5.8,84.266,0.2,33.294,9.691,8.323529411764707,5.970588235294118,12.588235294117647,13.235294117647058,12.382352941176471,2.9705882352941178,81.367,78.697,81.367,78.697,40.3,29.0,4.0,10.0,-209.0,-175.0,84.066,23.602999999999994,2.0437536204698006,-4.734398972290396,14.600000000000001,2.3529411764705888,-0.6470588235294112,9.411764705882353,-3.3999999999999915,2.6700000000000017,2.6700000000000017,11.299999999999997,-6.0,710.5999999999982,1984.2097979999996,594.9999999999985,-14,2,16,0
Connecticut,1163,2,Louisville,1257,6,,30.0,19.0,11.0,25.0,64.4,69.6,55.3410230692076,56.4484126984127,29.9899699097292,33.4821428571429,8.8,4.0,84.266,39.12,33.294,35.248,8.323529411764707,11.515151515151516,12.588235294117647,15.727272727272727,12.382352941176471,12.575757575757576,81.367,81.646,81.367,81.646,40.3,52.8,4.0,0.0,11.0,-14.0,45.14600000000001,-1.9540000000000006,-1.1073896292051018,-3.492172947413696,4.800000000000001,-3.191622103386809,-3.13903743315508,-0.19340463458110513,-5.199999999999989,-0.27899999999999636,-0.27899999999999636,-12.5,4.0,-57.199999999999875,-88.21528400000004,72.79999999999984,-4,2,6,0
Connecticut,1163,2,McNeese St,1270,12,,30.0,91.0,11.0,49.0,64.4,66.2,55.3410230692076,50.9573304157549,29.9899699097292,38.3479212253829,8.8,0.7,84.266,48.482,33.294,14.16,8.323529411764707,6.548387096774194,12.588235294117647,16.741935483870968,12.382352941176471,9.806451612903226,81.367,79.745,81.367,79.745,40.3,35.1,4.0,1.0,-61.0,-38.0,35.784000000000006,19.133999999999997,4.383692653452698,-8.357951315653697,8.100000000000001,1.7751423149905126,-4.153700189753321,2.575901328273245,-1.7999999999999972,1.6219999999999999,1.6219999999999999,5.199999999999996,3.0,109.79999999999983,684.691056,68.39999999999989,-10,2,12,0
Connecticut,1163,2,Miami FL,1274,7,,30.0,33.0,11.0,38.0,64.4,67.6,55.3410230692076,55.620253164557,29.9899699097292,37.4683544303797,8.8,3.8,84.266,80.783,33.294,29.331,8.323529411764707,6.575757575757576,12.588235294117647,15.363636363636363,12.382352941176471,10.757575757575758,81.367,81.492,81.367,81.492,40.3,31.7,4.0,-12.0,-3.0,-27.0,3.483000000000004,3.9629999999999974,-0.2792300953493978,-7.478384520650497,5.000000000000001,1.7477718360071304,-2.7754010695187166,1.6247771836007132,-3.1999999999999886,-0.125,-0.125,8.599999999999998,16.0,9.599999999999966,13.803129000000007,86.3999999999997,-5,2,7,0
Connecticut,1163,2,Miami OH,1275,11,,30.0,70.0,11.0,156.0,64.4,69.9,55.3410230692076,59.1603053435115,29.9899699097292,40.223135642983,8.8,2.5,84.266,11.186,33.294,8.266,8.323529411764707,9.827586206896552,12.588235294117647,17.724137931034484,12.382352941176471,10.862068965517242,81.367,80.117,81.367,80.117,40.3,44.6,4.0,8.0,-40.0,-145.0,73.08000000000001,25.028,-3.8192822743039017,-10.233165733253802,6.300000000000001,-1.504056795131845,-5.135902636916837,1.520283975659229,-5.5,1.25,1.25,-4.300000000000004,-4.0,220.0,1829.0462400000001,797.5,-9,2,11,0
Michigan,1276,1,Connecticut,1163,2,,8.0,30.0,1.0,11.0,70.9,64.4,58.2492431886983,55.3410230692076,38.5973763874874,29.9899699097292,14.0,8.8,69.852,84.266,41.856,33.294,9.058823529411764,8.323529411764707,16.941176470588236,12.588235294117647,17.61764705882353,12.382352941176471,82.701,81.367,82.701,81.367,41.8,40.3,1.0,4.0,-22.0,-10.0,-14.414000000000001,8.562000000000005,2.9082201194907,8.6074064777582,5.199999999999999,0.735294117647058,4.352941176470589,5.235294117647058,6.5,1.333999999999989,1.333999999999989,1.5,-3.0,-143.0,-123.41266800000008,-65.0,-1,1,2,0
Connecticut,1163,2,Michigan St,1277,3,,30.0,24.0,11.0,13.0,64.4,66.0,55.3410230692076,53.6019210245464,29.9899699097292,36.179295624333,8.8,7.4,84.266,68.794,33.294,37.86,8.323529411764707,7.65625,12.588235294117647,16.15625,12.382352941176471,10.53125,81.367,81.667,81.367,81.667,40.3,36.4,4.0,0.0,6.0,-2.0,15.472000000000008,-4.5660000000000025,1.7391020446612018,-6.1893257146038,1.4000000000000004,0.6672794117647065,-3.5680147058823533,1.851102941176471,-1.5999999999999943,-0.29999999999999716,-0.29999999999999716,3.8999999999999986,4.0,-9.599999999999966,-70.64515200000008,3.1999999999999886,-1,2,3,0
Connecticut,1163,2,Missouri,1281,10,,30.0,50.0,11.0,78.0,64.4,66.2,55.3410230692076,55.3483269336259,29.9899699097292,42.4574876577071,8.8,1.2,84.266,66.401,33.294,34.025,8.323529411764707,7.1875,12.588235294117647,16.59375,12.382352941176471,4.3125,81.367,82.794,81.367,82.794,40.3,36.0,4.0,0.0,-20.0,-67.0,17.86500000000001,-0.7310000000000016,-0.0073038644182972234,-12.467517747977897,7.6000000000000005,1.1360294117647065,-4.005514705882353,8.069852941176471,-1.7999999999999972,-1.4269999999999925,-1.4269999999999925,4.299999999999997,4.0,35.99999999999994,-13.059315000000035,120.59999999999981,-8,2,10,0
Connecticut,1163,2,N Dakota St,1295,14,,30.0,124.0,11.0,124.0,64.4,66.3,55.3410230692076,53.3595800524934,29.9899699097292,30.6561679790026,8.8,-3.4,84.266,0.2,33.294,8.155,8.323529411764707,9.387096774193548,12.588235294117647,13.483870967741936,12.382352941176471,8.290322580645162,81.367,79.574,81.367,79.574,40.3,42.7,4.0,-17.0,-94.0,-113.0,84.066,25.138999999999996,1.981443016714202,-0.6661980692733991,12.200000000000001,-1.0635673624288415,-0.8956356736242892,4.092030360531309,-1.8999999999999915,1.7930000000000064,1.7930000000000064,-2.4000000000000057,21.0,178.5999999999992,2113.335174,214.69999999999902,-12,2,14,0
Connecticut,1163,2,NC State,1301,11,,30.0,20.0,11.0,86.0,64.4,69.1,55.3410230692076,55.3339980059821,29.9899699097292,35.1944167497508,8.8,0.34,84.266,63.205,33.294,32.779,8.323529411764707,10.363636363636363,12.588235294117647,16.424242424242426,12.382352941176471,7.181818181818182,81.367,79.315,81.367,79.315,40.3,43.9,4.0,10.0,10.0,-75.0,21.061000000000007,0.5149999999999935,0.007025063225498229,-5.2044468400216,8.46,-2.040106951871657,-3.836007130124779,5.200534759358289,-4.699999999999989,2.0520000000000067,2.0520000000000067,-3.6000000000000014,-6.0,-46.999999999999886,10.846414999999865,352.49999999999915,-9,2,11,0
Connecticut,1163,2,Nebraska,1304,4,,30.0,55.0,11.0,7.0,64.4,66.7,55.3410230692076,55.4405520169851,29.9899699097292,27.1762208067941,8.8,7.5,84.266,42.458,33.294,35.291,8.323529411764707,10.53125,12.588235294117647,12.0,12.382352941176471,11.0625,81.367,80.688,81.367,80.688,40.3,50.7,4.0,3.0,-25.0,4.0,41.80800000000001,-1.9969999999999999,-0.09952894777750032,2.813749102935102,1.3000000000000007,-2.2077205882352935,0.5882352941176467,1.319852941176471,-2.299999999999997,0.679000000000002,0.679000000000002,-10.400000000000006,1.0,57.49999999999993,-83.490576,-9.199999999999989,-2,2,4,0
Connecticut,1163,2,North Carolina,1314,6,,30.0,32.0,11.0,37.0,64.4,67.9,55.3410230692076,54.5646437994723,29.9899699097292,37.4142480211082,8.8,4.9,84.266,63.835,33.294,33.421,8.323529411764707,8.625,12.588235294117647,15.15625,12.382352941176471,8.46875,81.367,82.728,81.367,82.728,40.3,42.3,4.0,2.0,-2.0,-26.0,20.431000000000004,-0.12700000000000244,0.7763792697353011,-7.4242781113789995,3.9000000000000004,-0.3014705882352935,-2.5680147058823533,3.913602941176471,-3.5,-1.36099999999999,-1.36099999999999,-2.0,2.0,7.0,-2.5947370000000505,91.0,-4,2,6,0
Connecticut,1163,2,Northern Iowa,1320,12,,30.0,153.0,11.0,24.0,64.4,62.3,55.3410230692076,54.1666666666667,29.9899699097292,25.6989247311828,8.8,-5.3,84.266,19.874,33.294,14.539,8.323529411764707,7.5588235294117645,12.588235294117647,9.794117647058824,12.382352941176471,7.0,81.367,79.727,81.367,79.727,40.3,39.6,4.0,-36.0,-123.0,-13.0,64.39200000000001,18.754999999999995,1.1743564025409015,4.291045178546401,14.100000000000001,0.764705882352942,2.7941176470588225,5.382352941176471,2.1000000000000085,1.6400000000000006,1.6400000000000006,0.6999999999999957,40.0,-258.30000000000103,1207.67196,-27.30000000000011,-10,2,12,0
Connecticut,1163,2,Ohio St,1326,8,,30.0,17.0,11.0,54.0,64.4,66.1,55.3410230692076,56.5135135135135,29.9899699097292,37.7837837837838,8.8,2.9,84.266,68.946,33.294,37.869,8.323529411764707,8.090909090909092,12.588235294117647,16.424242424242426,12.382352941176471,7.0,81.367,81.619,81.367,81.619,40.3,40.1,4.0,-16.0,13.0,-43.0,15.320000000000007,-4.575000000000003,-1.1724904443059003,-7.793813874054596,5.9,0.2326203208556148,-3.836007130124779,5.382352941176471,-1.6999999999999886,-0.25199999999999534,-0.25199999999999534,0.19999999999999574,20.0,-22.099999999999852,-70.08900000000008,73.09999999999951,-6,2,8,0
Connecticut,1163,2,Penn,1335,14,,30.0,204.0,11.0,111.0,64.4,69.0,55.3410230692076,50.0934579439252,29.9899699097292,35.5763239875389,8.8,-6.0,84.266,17.192,33.294,12.952,8.323529411764707,8.071428571428571,12.588235294117647,14.571428571428571,12.382352941176471,1.2142857142857142,81.367,80.753,81.367,80.753,40.3,35.0,4.0,-21.0,-174.0,-100.0,67.07400000000001,20.342,5.247565125282399,-5.586354077809698,14.8,0.25210084033613533,-1.9831932773109244,11.168067226890757,-4.599999999999994,0.6140000000000043,0.6140000000000043,5.299999999999997,25.0,800.399999999999,1364.4193080000002,459.99999999999943,-12,2,14,0
Connecticut,1163,2,Prairie View,1341,16,,30.0,310.0,11.0,232.0,64.4,70.9,55.3410230692076,47.875816993464,29.9899699097292,42.755991285403,8.8,-12.6,84.266,0.231,33.294,10.925,8.323529411764707,6.064516129032258,12.588235294117647,19.032258064516128,12.382352941176471,-2.806451612903226,81.367,79.342,81.367,79.342,40.3,30.9,4.0,-34.0,-280.0,-221.0,84.03500000000001,22.368999999999996,7.465206075743602,-12.766021375673798,21.4,2.2590132827324485,-6.444022770398481,15.188804554079697,-6.5,2.0250000000000057,2.0250000000000057,9.399999999999999,38.0,1820.0,1879.7789149999999,1436.5,-14,2,16,0
Connecticut,1163,2,Purdue,1345,2,,30.0,1.0,11.0,36.0,64.4,64.4,55.3410230692076,57.6583210603829,29.9899699097292,28.325969563083,8.8,9.2,84.266,59.3,33.294,41.305,8.323529411764707,9.285714285714286,12.588235294117647,12.714285714285714,12.382352941176471,11.514285714285714,81.367,82.136,81.367,82.136,40.3,40.9,4.0,-2.0,29.0,-25.0,24.966000000000008,-8.011000000000003,-2.3172979911753018,1.6640003466462012,-0.3999999999999986,-0.96218487394958,-0.12605042016806678,0.8680672268907568,0.0,-0.7689999999999912,-0.7689999999999912,-0.6000000000000014,6.0,0.0,-200.00262600000013,-0.0,0,2,2,0
Connecticut,1163,2,Queens NC,1474,15,,30.0,77.0,11.0,322.0,64.4,69.6,55.3410230692076,56.5947843530592,29.9899699097292,36.308926780341,8.8,-7.0,84.266,9.008,33.294,14.561,8.323529411764707,10.151515151515152,12.588235294117647,16.424242424242426,12.382352941176471,1.6666666666666667,81.367,80.782,81.367,80.782,40.3,46.8,4.0,-16.0,-47.0,-311.0,75.25800000000001,18.732999999999997,-1.2537612838515955,-6.318956870611796,15.8,-1.8279857397504458,-3.836007130124779,10.715686274509805,-5.199999999999989,0.585000000000008,0.585000000000008,-6.5,20.0,244.39999999999947,1409.808114,1617.1999999999964,-13,2,15,0
Connecticut,1163,2,Santa Clara,1365,10,,30.0,23.0,11.0,82.0,64.4,69.2,55.3410230692076,54.622243078367,29.9899699097292,25.7625527921164,8.8,2.1,84.266,20.016,33.294,24.151,8.323529411764707,10.121212121212121,12.588235294117647,12.303030303030303,12.382352941176471,9.818181818181818,81.367,81.822,81.367,81.822,40.3,45.0,4.0,-3.0,7.0,-71.0,64.25,9.142999999999997,0.7187799908406021,4.227417117612802,6.700000000000001,-1.7976827094474146,0.285204991087344,2.5641711229946527,-4.799999999999997,-0.4549999999999983,-0.4549999999999983,-4.700000000000003,7.0,-33.59999999999998,587.4377499999998,340.7999999999998,-8,2,10,0
Connecticut,1163,2,Siena,1373,16,,30.0,210.0,11.0,175.0,64.4,64.6,55.3410230692076,50.557917109458,29.9899699097292,34.2189160467588,8.8,-7.8,84.266,3.878,33.294,6.825,8.323529411764707,5.382352941176471,12.588235294117647,14.558823529411764,12.382352941176471,4.852941176470588,81.367,79.979,81.367,79.979,40.3,31.9,4.0,14.0,-180.0,-164.0,80.388,26.468999999999998,4.783105959749598,-4.228946137029599,16.6,2.9411764705882355,-1.9705882352941178,7.529411764705883,-0.19999999999998863,1.3880000000000052,1.3880000000000052,8.399999999999999,-10.0,35.999999999997954,2127.789972,32.799999999998136,-14,2,16,0
Connecticut,1163,2,SMU,1374,11,,30.0,26.0,11.0,91.0,64.4,68.5,55.3410230692076,55.7460164171898,29.9899699097292,30.6132303235152,8.8,-0.02,84.266,44.289,33.294,32.0,8.323529411764707,8.454545454545455,12.588235294117647,14.242424242424242,12.382352941176471,6.606060606060606,81.367,82.065,81.367,82.065,40.3,36.0,4.0,6.0,4.0,-80.0,39.977000000000004,1.293999999999997,-0.40499334798219877,-0.6232604137859994,8.82,-0.13101604278074852,-1.6541889483065955,5.776292335115865,-4.099999999999994,-0.6979999999999933,-0.6979999999999933,4.299999999999997,-2.0,-16.399999999999977,51.73023799999988,327.99999999999955,-9,2,11,0
Connecticut,1163,2,South Florida,1378,11,,30.0,61.0,11.0,40.0,64.4,71.5,55.3410230692076,51.1508325171401,29.9899699097292,41.2340842311459,8.8,-0.26,84.266,30.828,33.294,18.197,8.323529411764707,9.53125,12.588235294117647,20.09375,12.382352941176471,10.6875,81.367,79.722,81.367,79.722,40.3,43.8,4.0,-16.0,-31.0,-29.0,53.438,15.096999999999998,4.190190552067499,-11.2441143214167,9.06,-1.2077205882352935,-7.505514705882353,1.694852941176471,-7.099999999999994,1.6450000000000102,1.6450000000000102,-3.5,20.0,220.09999999999982,806.753486,205.89999999999984,-9,2,11,0
Connecticut,1163,2,St John's,1385,5,,30.0,44.0,11.0,12.0,64.4,69.6,55.3410230692076,51.0033444816054,29.9899699097292,41.9015766841854,8.8,7.3,84.266,70.084,33.294,31.162,8.323529411764707,6.911764705882353,12.588235294117647,18.764705882352942,12.382352941176471,11.588235294117647,81.367,80.478,81.367,80.478,40.3,33.8,4.0,0.0,-14.0,-1.0,14.182000000000002,2.131999999999998,4.337678587602198,-11.9116067744562,1.5000000000000009,1.4117647058823533,-6.176470588235295,0.7941176470588243,-5.199999999999989,0.88900000000001,0.88900000000001,6.5,4.0,72.79999999999984,30.236023999999976,5.199999999999989,-3,2,5,0
Connecticut,1163,2,St Louis,1387,9,,30.0,51.0,11.0,42.0,64.4,71.0,55.3410230692076,59.7477666841829,29.9899699097292,34.6820809248555,8.8,1.9,84.266,21.913,33.294,15.895,8.323529411764707,10.875,12.588235294117647,15.34375,12.382352941176471,15.75,81.367,80.111,81.367,80.111,40.3,45.1,4.0,16.0,-21.0,-31.0,62.35300000000001,17.398999999999997,-4.406743614975298,-4.692111015126297,6.9,-2.5514705882352935,-2.7555147058823533,-3.367647058823529,-6.599999999999994,1.2560000000000002,1.2560000000000002,-4.800000000000004,-12.0,138.59999999999988,1084.879847,204.59999999999982,-7,2,9,0
Connecticut,1163,2,St Mary's CA,1388,7,,30.0,43.0,11.0,19.0,64.4,65.2,55.3410230692076,53.0039303761931,29.9899699097292,35.8787198203257,8.8,4.0,84.266,36.989,33.294,22.727,8.323529411764707,8.0,12.588235294117647,16.70967741935484,12.382352941176471,12.32258064516129,81.367,82.369,81.367,82.369,40.3,36.1,4.0,-8.0,-13.0,-8.0,47.27700000000001,10.566999999999997,2.3370926930145046,-5.888749910596498,4.800000000000001,0.3235294117647065,-4.121442125237193,0.05977229601518097,-0.7999999999999972,-1.0019999999999953,-1.0019999999999953,4.199999999999996,12.0,10.399999999999963,499.57605899999993,6.399999999999977,-5,2,7,0
Connecticut,1163,2,TCU,1395,9,,30.0,81.0,11.0,22.0,64.4,67.7,55.3410230692076,50.9,29.9899699097292,38.7,8.8,2.4,84.266,50.351,33.294,33.811,8.323529411764707,7.393939393939394,12.588235294117647,16.606060606060606,12.382352941176471,6.242424242424242,81.367,79.205,81.367,79.205,40.3,36.9,4.0,-11.0,-51.0,-11.0,33.915000000000006,-0.517000000000003,4.441023069207603,-8.710030090270802,6.4,0.9295900178253129,-4.017825311942959,6.139928698752229,-3.299999999999997,2.162000000000006,2.162000000000006,3.3999999999999986,15.0,168.29999999999984,-17.534055000000105,36.29999999999997,-7,2,9,0
Connecticut,1163,2,Tennessee,1397,6,,30.0,37.0,11.0,15.0,64.4,65.0,55.3410230692076,51.5617253346554,29.9899699097292,38.7208725830441,8.8,4.1,84.266,59.748,33.294,38.555,8.323529411764707,6.484848484848484,12.588235294117647,16.424242424242426,12.382352941176471,10.090909090909092,81.367,82.266,81.367,82.266,40.3,31.7,4.0,-2.0,-7.0,-4.0,24.518000000000008,-5.261000000000003,3.779297734552202,-8.730902673314898,4.700000000000001,1.838680926916222,-3.836007130124779,2.2914438502673793,-0.5999999999999943,-0.8990000000000009,-0.8990000000000009,8.599999999999998,6.0,4.19999999999996,-128.9891980000001,2.3999999999999773,-4,2,6,0
Connecticut,1163,2,Tennessee St,1398,15,,30.0,173.0,11.0,212.0,64.4,70.2,55.3410230692076,50.1111111111111,29.9899699097292,33.5,8.8,-5.7,84.266,3.291,33.294,8.742,8.323529411764707,6.413793103448276,12.588235294117647,15.862068965517242,12.382352941176471,4.137931034482759,81.367,79.55,81.367,79.55,40.3,30.7,4.0,-65.0,-143.0,-201.0,80.97500000000001,24.551999999999996,5.229911958096501,-3.5100300902707993,14.5,1.9097363083164307,-3.2738336713995952,8.244421906693713,-5.799999999999997,1.8170000000000073,1.8170000000000073,9.599999999999998,69.0,829.3999999999996,1988.0982,1165.7999999999995,-13,2,15,0
Connecticut,1163,2,Texas,1400,11,,30.0,13.0,11.0,112.0,64.4,66.9,55.3410230692076,54.2202347680268,29.9899699097292,46.1710452766909,8.8,-0.21,84.266,55.968,33.294,37.671,8.323529411764707,7.290322580645161,12.588235294117647,20.06451612903226,12.382352941176471,5.870967741935484,81.367,81.402,81.367,81.402,40.3,36.2,4.0,3.0,17.0,-101.0,28.298000000000002,-4.3770000000000024,1.1207883011808022,-16.181075366961696,9.010000000000002,1.0332068311195455,-7.476280834914613,6.511385199240987,-2.5,-0.03499999999999659,-0.03499999999999659,4.099999999999994,1.0,-42.5,-123.86034600000008,252.5,-9,2,11,0
Connecticut,1163,2,Texas A&M,1401,10,,30.0,49.0,11.0,41.0,64.4,70.5,55.3410230692076,54.1888619854722,29.9899699097292,37.3849878934625,8.8,1.6,84.266,29.541,33.294,32.472,8.323529411764707,10.8125,12.588235294117647,17.78125,12.382352941176471,8.15625,81.367,80.342,81.367,80.342,40.3,46.3,4.0,6.0,-19.0,-30.0,54.72500000000001,0.8219999999999956,1.1521610837354004,-7.3950179837333,7.200000000000001,-2.4889705882352935,-5.193014705882353,4.226102941176471,-6.099999999999994,1.0250000000000057,1.0250000000000057,-6.0,-2.0,115.89999999999989,44.983949999999766,182.99999999999983,-8,2,10,0
